day,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
135,11.655,13.340,12.356,12.632,11.393,11.944,11.929,11.710,11.688,13.361,12.949,12.739,11.932,11.424,11.437,11.202,12.138,12.163,13.583,12.113,13.461,14.039,12.268,12.242,13.492,12.162,12.772,11.490,11.998,13.084
136,12.159,13.575,12.485,12.475,11.447,12.123,12.110,11.603,11.520,13.719,12.827,12.778,12.196,11.388,11.520,11.447,11.797,12.577,13.393,12.183,13.832,13.889,12.513,12.088,13.260,12.170,12.921,11.688,12.220,13.520
137,12.630,14.048,12.414,12.444,11.355,12.294,12.356,11.597,11.353,13.464,12.451,13.048,13.058,11.421,11.738,11.763,11.988,12.961,13.243,12.132,13.993,13.889,12.222,11.669,13.065,12.350,13.358,11.495,12.703,13.766
138,12.826,14.201,12.131,12.490,11.163,12.360,12.710,11.493,11.372,13.249,12.122,13.506,13.744,11.515,12.032,12.008,12.143,13.336,13.135,12.225,13.800,13.889,11.475,11.720,12.944,12.582,13.400,11.218,13.404,14.026
139,13.021,14.326,12.002,13.034,11.405,12.602,12.956,11.551,11.814,13.182,12.081,14.098,13.985,11.620,12.634,12.096,12.013,13.232,13.031,12.105,13.988,13.889,11.420,12.238,12.925,12.885,12.894,10.934,13.864,14.298
140,13.046,14.904,11.860,12.561,11.551,12.873,13.298,11.535,12.023,13.407,12.472,14.418,13.808,11.800,12.301,12.485,11.451,13.048,13.006,12.022,14.128,13.333,11.563,12.740,12.872,12.930,12.840,10.791,13.973,14.789
141,13.008,13.654,11.727,12.492,11.901,13.069,13.883,11.441,12.101,13.344,12.643,13.939,13.539,11.900,12.183,12.725,11.168,13.194,12.985,12.323,14.338,12.868,11.865,13.041,12.670,12.427,12.758,11.165,13.653,15.036
142,13.368,13.366,11.639,12.715,12.037,13.101,14.227,11.676,12.210,13.132,12.626,13.314,13.318,12.023,12.631,13.004,11.161,13.369,12.720,12.859,14.690,13.333,12.263,13.013,12.415,11.655,13.019,11.639,13.253,15.020
143,13.831,13.056,11.594,13.078,12.293,13.272,14.194,12.153,12.395,12.899,12.397,12.844,13.292,11.653,13.175,13.374,11.558,13.392,12.345,13.360,15.077,13.398,12.472,12.983,12.166,11.290,13.446,12.036,13.177,14.624
144,14.215,10.833,11.794,13.517,12.706,13.744,13.967,12.501,12.787,12.799,12.191,12.706,13.475,11.125,13.301,13.396,12.235,13.086,12.399,13.146,15.353,13.461,12.589,13.225,12.024,11.320,13.913,12.341,13.442,14.109
145,14.502,12.122,11.906,13.542,12.961,14.132,13.957,12.401,12.750,12.953,12.360,12.623,13.619,10.729,12.442,13.596,12.755,12.641,12.528,12.408,15.446,13.407,12.973,13.668,11.983,11.591,14.142,12.612,13.725,14.033
146,14.659,11.984,11.935,13.196,13.306,14.624,13.949,12.514,12.270,13.165,12.676,12.502,13.821,10.579,12.130,13.796,12.601,12.307,12.532,12.274,15.530,13.430,13.372,13.795,12.295,11.700,14.262,12.763,13.895,14.216
147,14.761,12.290,12.069,12.382,13.628,14.916,13.707,12.954,12.066,13.394,12.904,12.673,14.075,10.417,12.273,13.665,12.251,12.248,12.653,12.562,15.273,13.811,13.949,13.930,12.648,11.511,14.461,12.600,14.143,14.024
148,15.128,12.411,12.047,12.152,13.555,14.923,13.749,12.550,12.466,13.653,13.241,12.824,14.389,10.450,12.688,13.217,11.755,12.333,12.554,12.875,15.556,14.308,14.379,13.823,12.879,11.642,14.277,11.967,14.144,13.908
149,15.047,12.607,12.120,12.286,13.431,14.633,13.849,12.023,13.564,13.715,13.695,12.999,14.449,10.537,13.132,12.746,11.580,12.503,12.520,12.858,15.556,14.483,14.524,13.790,13.237,11.836,13.993,11.821,14.083,13.946
150,15.100,12.738,12.129,12.227,13.207,14.520,14.199,11.627,13.664,13.440,13.976,13.182,14.400,10.754,13.050,12.384,11.749,12.720,12.598,12.691,15.653,14.458,14.283,14.050,13.465,12.019,13.832,11.716,14.200,13.879
151,15.304,12.276,12.115,12.431,12.749,14.504,15.399,11.848,12.748,13.115,14.179,13.396,14.441,11.446,12.998,12.146,11.843,12.649,12.790,12.624,16.258,14.216,13.889,14.065,13.587,12.273,13.521,11.989,14.537,13.717
152,15.370,11.656,12.644,12.674,12.478,14.304,14.912,12.419,12.852,13.053,14.198,13.671,14.467,11.993,13.065,12.142,11.863,12.551,13.108,12.691,16.485,14.146,13.889,13.922,13.993,12.553,13.490,12.707,14.694,13.706
153,14.854,12.770,13.025,13.281,12.257,14.249,14.860,12.841,13.177,13.278,14.430,13.879,14.277,12.339,13.328,12.215,12.051,12.516,13.272,12.851,16.693,14.070,13.889,14.320,14.328,13.203,13.449,13.038,14.883,13.644
154,15.038,12.981,13.281,13.773,12.295,14.012,15.054,13.527,13.144,13.340,14.473,13.829,14.233,12.390,13.525,12.342,12.138,12.778,13.409,12.929,16.808,14.108,14.444,14.775,14.772,14.137,13.883,12.746,14.920,13.711
155,15.562,12.782,13.190,14.183,12.407,14.216,15.262,13.556,13.111,13.211,14.572,13.859,14.533,12.175,13.621,12.800,12.375,13.077,13.625,13.072,16.887,14.315,14.459,15.068,15.196,14.463,14.207,12.145,15.032,13.816
156,15.787,12.624,13.123,14.342,12.460,14.685,15.423,13.477,13.311,13.332,15.043,13.750,14.835,11.918,13.741,13.363,12.680,13.032,13.703,13.371,16.990,14.519,14.444,15.213,15.324,14.723,14.681,11.722,15.348,13.828
157,15.308,12.603,12.917,14.832,12.625,14.339,15.650,13.377,13.624,12.953,15.150,14.142,14.968,12.003,13.833,13.502,12.800,12.762,13.843,13.795,17.068,15.337,14.444,15.019,15.257,14.908,14.851,11.777,15.788,14.042
158,15.233,12.994,12.884,15.032,12.625,14.739,16.308,13.175,13.924,12.861,15.329,14.733,14.849,11.996,13.583,13.118,12.664,12.853,14.372,14.080,17.193,16.003,14.444,14.983,14.970,14.693,14.705,12.513,16.265,14.831
159,15.037,13.615,12.798,15.444,12.341,14.626,16.433,12.869,13.903,13.149,15.433,15.275,15.042,11.830,13.649,12.518,12.603,13.268,14.632,14.297,17.622,16.113,14.486,15.128,14.966,14.435,14.679,13.225,16.466,15.107
160,15.233,13.820,12.806,15.155,12.112,14.703,16.231,12.690,14.345,13.549,15.445,15.529,15.038,11.615,13.915,12.320,12.928,13.526,14.987,14.478,17.676,16.820,14.559,15.393,15.064,14.049,15.068,13.372,16.479,14.988
161,15.033,13.669,12.848,15.203,12.112,14.441,16.313,12.840,14.553,14.022,15.371,15.617,15.004,11.503,14.210,12.453,13.122,13.772,15.191,14.576,17.863,17.070,14.725,15.424,15.199,13.928,15.453,13.075,16.683,14.895
162,14.956,13.383,13.048,15.391,12.653,14.157,16.322,13.236,14.757,14.351,15.642,15.433,15.096,11.343,14.442,12.724,12.812,13.391,15.336,14.677,18.288,17.306,14.866,15.465,15.333,14.107,15.638,12.835,16.958,15.009
163,14.780,13.506,13.462,15.291,12.961,14.374,16.080,13.847,14.881,14.697,15.463,15.506,15.278,11.226,14.471,12.991,12.480,13.261,15.318,14.850,18.676,17.273,15.134,15.809,15.641,14.555,15.959,12.877,17.299,15.138
164,14.220,14.137,14.085,15.498,12.955,14.476,15.788,14.136,15.206,14.959,15.133,15.688,15.963,11.607,14.331,13.291,12.299,13.374,15.668,14.951,18.725,17.288,15.346,16.205,16.002,14.993,16.220,12.926,17.574,14.638
165,13.866,14.491,14.403,15.675,13.693,14.750,16.021,14.284,15.572,15.009,15.122,15.680,16.188,11.950,14.402,13.582,12.391,13.522,15.909,14.895,18.501,17.300,15.243,16.485,16.134,15.280,16.410,12.852,17.663,14.813
166,14.160,14.418,14.413,15.836,13.712,15.320,16.180,14.328,15.929,14.809,15.029,15.429,16.550,12.147,14.539,13.658,12.678,13.496,16.194,14.881,18.411,17.390,15.060,16.710,16.113,15.230,16.862,12.546,17.652,15.367
167,14.734,14.457,14.325,15.984,14.167,15.964,16.468,14.499,15.981,14.657,15.042,15.279,16.700,12.546,14.867,13.618,13.046,13.288,16.330,14.933,18.527,17.363,14.818,17.051,16.097,14.845,17.073,12.564,17.773,15.877
168,15.369,14.578,14.018,16.080,14.685,16.346,16.318,14.395,16.233,14.570,15.053,15.371,17.010,12.829,15.226,13.623,13.229,13.232,16.512,14.890,18.489,17.778,14.723,17.227,16.038,14.389,16.866,12.474,18.268,15.967
169,15.977,14.557,14.220,16.138,15.126,16.650,16.284,14.037,16.462,15.162,15.293,15.438,17.025,12.769,15.688,13.676,13.133,13.578,17.047,14.839,18.767,17.778,14.960,17.326,16.343,14.163,16.849,12.284,18.281,16.106
170,16.363,14.506,14.810,16.171,15.335,16.825,16.532,13.858,16.455,15.433,15.482,15.642,16.672,12.404,15.995,14.129,13.063,13.876,17.307,14.943,19.077,17.954,15.275,17.380,16.705,14.043,17.036,12.219,18.065,16.163
171,16.337,15.131,15.133,16.424,15.229,16.765,17.943,14.074,16.492,15.127,15.502,15.775,16.463,12.650,16.219,14.570,13.181,13.970,17.091,15.181,19.478,17.845,15.443,17.448,16.996,14.507,17.018,12.408,17.803,16.358
172,16.285,15.163,15.216,16.586,15.150,16.736,17.372,14.803,16.421,15.670,15.602,15.888,16.400,13.400,16.308,14.657,13.146,14.113,16.715,15.301,19.524,18.114,15.442,17.544,17.176,15.362,16.890,12.850,17.747,16.633
173,16.238,15.021,15.089,16.909,15.015,16.684,16.760,15.470,16.361,15.987,15.973,16.041,16.597,14.053,15.975,14.660,13.456,14.514,16.733,15.429,19.718,18.118,15.628,17.782,17.258,15.998,17.034,13.491,17.832,16.627
174,16.198,15.133,15.182,16.734,15.159,16.662,16.726,16.021,16.369,16.100,16.391,16.235,16.808,14.412,15.840,14.645,13.774,15.265,16.855,15.466,19.774,18.486,15.974,17.582,17.525,16.193,17.235,14.151,17.944,17.219
175,16.452,15.096,15.476,16.522,15.105,16.735,17.031,16.479,16.522,16.264,16.466,16.391,16.671,14.713,15.948,14.541,13.707,15.646,16.783,15.460,20.019,18.459,16.431,17.784,17.723,16.036,18.010,14.694,18.165,17.425
176,16.571,15.033,15.711,16.188,15.042,16.476,16.657,16.755,16.885,16.510,16.388,16.595,16.750,14.510,16.257,14.437,13.909,15.760,16.974,15.508,20.264,18.626,16.911,18.210,17.988,15.804,18.242,14.883,18.473,17.969
177,16.236,15.000,15.850,16.247,15.200,16.843,17.164,16.466,18.106,17.180,16.680,16.922,16.792,14.317,16.508,14.602,14.374,16.047,16.923,15.327,20.398,18.523,17.361,18.337,18.211,15.675,18.228,15.001,18.619,17.912
178,16.262,14.289,16.096,16.480,15.375,17.060,17.256,16.130,18.440,17.400,17.066,17.320,16.810,14.492,16.583,15.030,14.617,16.207,16.964,15.324,20.530,18.339,17.711,18.268,18.471,15.793,18.575,15.232,18.706,17.864
179,15.556,13.272,16.293,16.624,15.500,17.435,17.072,16.032,17.932,17.609,17.119,17.675,16.857,14.619,16.675,15.419,14.403,16.071,17.101,15.314,20.785,18.333,18.022,18.155,18.390,16.210,19.063,15.624,19.105,18.103
180,15.514,15.017,16.482,16.668,15.530,18.028,17.318,15.978,18.144,18.092,16.915,18.265,17.036,14.865,16.738,15.622,14.368,15.850,17.334,15.440,20.986,18.447,18.120,18.241,18.436,16.353,19.445,15.723,19.134,18.209
181,16.033,15.849,16.853,17.160,15.681,18.156,17.968,16.055,18.264,18.575,17.260,18.435,17.604,15.234,16.629,15.735,14.475,15.879,17.769,16.006,21.392,18.446,18.256,18.177,18.506,16.307,19.916,15.928,19.285,18.043
182,16.706,16.138,17.072,17.458,15.859,18.495,17.239,16.078,18.569,18.613,17.498,18.525,17.879,15.479,16.654,15.836,14.586,16.314,18.047,16.446,21.613,18.889,18.388,18.105,18.748,16.867,20.430,16.346,19.454,17.712
183,16.748,16.063,17.056,17.685,15.959,18.600,18.528,16.413,18.486,18.784,17.879,19.079,17.821,15.625,16.975,16.236,14.828,16.475,18.436,16.908,21.744,18.889,18.562,18.204,18.768,17.091,21.053,16.622,19.502,17.746
184,17.343,16.680,17.294,17.902,15.930,18.727,19.697,16.738,18.561,18.873,18.243,19.333,18.121,15.696,17.319,16.519,15.289,17.010,18.548,17.520,21.681,18.889,18.658,18.418,18.823,17.213,21.420,17.027,19.249,17.919
185,17.860,16.532,17.502,17.796,15.990,18.681,19.793,16.743,18.661,19.509,18.422,19.592,18.547,16.004,17.659,16.762,15.556,17.523,18.675,17.896,21.669,18.889,18.901,18.521,18.638,17.588,21.351,17.187,19.228,17.991
186,19.097,16.545,17.980,17.669,16.213,18.731,18.931,16.941,18.706,19.489,18.513,19.867,18.706,16.503,18.333,17.033,15.522,17.586,18.726,18.106,21.663,18.889,19.170,18.491,18.473,18.067,21.373,17.298,19.180,18.056
187,18.431,16.856,18.289,17.777,16.680,18.806,20.140,17.091,18.875,19.554,18.779,20.422,18.804,16.779,18.858,17.213,15.507,17.779,18.765,18.308,21.742,19.109,19.489,18.520,18.522,18.167,21.773,17.381,19.386,18.332
188,18.777,17.172,18.464,18.165,16.588,18.810,20.477,17.506,20.059,19.735,19.551,20.633,19.154,17.180,18.990,17.242,15.813,18.003,18.793,18.371,21.815,19.315,19.768,18.776,18.805,18.335,21.800,17.779,19.584,18.503
189,19.600,17.706,18.587,18.448,17.105,19.027,20.040,17.797,18.700,20.032,19.505,20.759,19.578,17.447,19.215,17.545,16.081,18.118,18.786,18.255,21.935,19.343,19.975,19.268,18.680,18.644,21.790,18.065,19.798,18.931
190,19.569,17.712,18.431,19.099,17.210,19.114,21.340,18.364,19.505,20.257,19.644,20.888,20.079,17.458,19.446,17.982,16.268,18.279,19.008,18.210,21.993,19.464,20.363,19.286,18.705,18.755,21.897,18.290,20.158,19.206
191,19.809,18.088,17.939,19.724,17.501,19.135,21.219,18.752,20.369,20.010,19.755,21.071,20.208,17.731,19.642,18.254,16.466,18.567,19.200,18.268,22.221,19.691,20.471,19.446,18.825,18.566,22.203,18.575,20.419,19.544
192,19.863,18.735,17.614,19.890,18.122,19.555,21.376,18.828,19.899,19.831,19.976,21.592,20.336,17.866,19.850,18.729,16.705,19.036,19.399,18.295,22.178,21.111,20.587,19.922,19.122,18.173,22.035,18.881,20.806,20.086
193,20.062,19.496,17.756,20.238,18.422,19.779,21.086,19.511,19.761,19.956,19.975,21.513,20.508,17.954,19.942,19.033,16.966,19.191,19.878,18.463,22.561,20.067,20.686,20.021,19.435,18.112,21.967,18.850,21.008,20.344
194,19.741,19.498,18.119,20.263,18.504,20.216,21.503,19.581,19.872,20.521,20.002,21.325,20.800,17.936,20.347,19.319,17.081,19.378,20.400,18.990,22.612,20.120,20.792,19.895,19.695,17.568,21.903,19.008,21.178,20.677
195,19.503,19.640,18.573,20.497,18.308,20.258,21.207,19.407,20.413,20.675,20.454,21.348,21.068,18.104,20.322,19.203,17.129,19.575,20.400,19.320,21.977,20.251,21.083,20.157,19.894,17.597,22.000,19.271,21.427,21.047
196,19.678,20.105,18.751,20.641,18.504,20.277,20.737,19.854,20.520,20.790,20.513,21.463,21.261,18.292,20.325,18.970,17.079,19.973,20.524,19.700,21.667,20.432,21.061,20.756,20.392,17.714,21.966,19.530,21.592,21.092
197,20.216,20.145,18.946,20.925,18.546,20.449,21.012,19.700,20.470,20.898,20.628,21.795,21.525,18.507,20.325,19.123,17.077,20.104,20.722,20.013,21.652,20.476,21.233,20.825,20.573,17.820,21.984,19.692,21.646,21.069
198,20.182,20.007,19.464,21.239,18.249,20.485,21.019,19.737,21.166,21.286,20.781,21.746,21.754,18.641,20.637,19.390,17.130,20.414,20.919,20.171,21.784,20.732,21.496,20.738,20.659,18.078,22.336,19.678,21.535,21.512
199,20.703,20.149,19.737,21.477,18.394,20.742,21.033,20.058,21.354,21.644,20.959,21.954,21.694,18.854,20.763,19.431,17.235,20.417,21.088,20.700,21.962,20.918,21.465,20.761,20.901,18.463,22.353,20.001,21.849,21.704
200,21.354,19.920,19.912,21.811,18.994,20.508,20.971,20.308,22.061,21.253,20.966,21.933,21.638,19.090,20.725,19.638,17.556,20.412,21.220,20.825,22.072,20.908,21.469,21.079,20.990,19.010,22.224,20.147,21.878,21.604
201,21.095,19.921,20.048,21.971,18.774,20.621,20.965,20.494,21.942,21.503,20.943,21.717,21.811,19.432,20.808,19.877,17.602,20.800,21.401,21.009,21.952,20.860,21.659,21.145,20.922,19.438,21.975,20.073,21.691,21.557
202,21.679,19.917,19.962,22.177,19.186,20.788,20.980,20.663,22.805,21.418,21.094,21.638,21.793,19.433,20.751,19.938,17.793,20.961,21.449,20.998,22.208,21.003,21.751,21.058,20.718,19.617,21.898,20.169,21.414,21.778
203,22.023,20.013,19.988,22.252,19.686,21.488,21.215,21.192,23.696,21.644,21.315,21.617,21.706,19.571,20.663,19.855,17.907,21.300,21.455,20.977,22.406,21.037,21.693,20.981,20.705,19.999,22.193,20.445,21.560,21.776
204,22.088,20.329,20.000,22.110,19.878,20.529,21.611,21.221,22.830,21.557,21.361,21.658,21.600,19.658,20.621,20.161,17.795,21.271,21.689,20.844,22.693,21.111,21.667,20.995,20.748,20.194,22.194,20.914,21.844,21.647
205,22.050,20.752,20.348,21.998,20.161,20.679,21.574,21.054,22.888,21.453,21.437,21.742,21.571,19.792,21.030,20.310,17.989,21.239,21.750,20.811,22.446,21.111,21.785,21.059,20.813,20.453,22.006,20.923,21.718,22.042
206,22.113,21.225,20.446,22.002,20.357,20.817,21.980,21.104,22.384,21.374,21.432,21.838,21.718,19.638,20.939,20.275,18.442,21.403,21.704,20.740,22.220,21.111,21.997,21.176,21.101,20.553,21.846,20.896,21.657,22.067
207,22.125,21.707,20.388,22.339,20.576,20.683,22.243,21.188,22.247,21.959,21.451,21.963,21.863,19.589,20.852,20.427,18.555,21.423,21.718,20.690,22.204,21.111,22.076,21.322,21.030,20.772,21.763,21.011,22.177,22.041
208,22.084,21.365,20.438,22.552,20.726,20.873,21.963,21.500,22.938,21.584,21.362,21.958,21.979,19.738,20.846,20.680,18.687,21.385,21.749,20.598,22.012,21.111,21.860,21.492,20.913,20.630,21.734,21.152,22.115,21.919
209,22.310,21.625,20.575,22.502,21.106,20.917,21.507,21.517,23.409,22.638,21.396,21.800,21.958,20.020,21.039,20.855,18.888,21.437,21.732,20.706,21.706,21.111,22.103,21.572,21.167,20.606,21.829,21.319,21.872,21.813
210,22.221,21.886,20.550,22.631,21.096,21.292,21.591,21.630,23.481,22.297,21.465,21.914,21.921,20.207,21.275,20.897,19.244,21.707,21.687,20.958,21.289,21.111,22.248,21.628,21.260,20.611,21.843,21.461,21.710,21.731
211,22.350,22.109,20.310,22.498,21.171,21.159,21.578,21.568,23.643,21.980,21.565,22.088,22.125,20.204,21.560,20.665,19.425,21.770,21.581,21.116,21.136,20.954,22.221,21.668,21.305,20.753,21.733,21.635,21.791,21.724
212,22.371,21.955,20.386,22.483,21.071,21.717,21.295,21.580,23.006,21.513,21.675,21.995,22.186,20.022,21.679,20.644,19.450,21.606,21.554,21.295,21.160,21.111,22.138,21.755,21.184,20.923,21.512,21.823,22.097,21.876
213,22.296,21.701,20.492,22.275,21.113,21.388,21.395,21.938,22.406,22.013,21.503,21.490,22.071,20.046,21.767,20.881,19.835,21.576,21.429,21.365,21.375,21.111,22.204,21.720,21.226,21.166,21.604,21.968,21.997,21.861
214,22.159,21.705,20.444,22.175,20.963,21.849,21.089,21.597,22.756,22.347,21.528,21.135,22.060,19.977,21.900,21.084,19.991,21.593,21.315,21.420,21.330,21.283,22.187,21.880,21.353,21.395,21.632,21.865,21.903,21.847
215,22.305,21.588,20.662,22.102,21.125,22.382,21.124,21.697,22.297,22.375,21.536,21.189,21.958,20.004,21.971,21.117,19.996,21.652,21.685,21.450,21.330,21.202,22.236,22.050,21.382,21.653,21.786,21.961,21.908,21.806
216,22.359,21.497,21.017,22.215,21.204,22.463,21.122,21.363,22.351,22.049,21.593,21.338,21.995,19.987,22.090,21.171,20.205,21.603,21.210,21.341,21.298,21.499,22.306,22.069,21.317,21.773,21.853,21.939,21.979,21.774
217,22.263,21.276,21.034,22.744,21.215,21.855,21.490,21.293,22.481,22.587,21.455,21.408,22.092,20.045,22.174,21.180,20.187,21.589,20.971,21.333,21.290,21.667,22.328,21.772,21.319,21.535,21.792,21.915,22.087,21.858
218,22.469,20.976,21.066,22.431,21.342,22.226,21.746,21.172,21.868,22.253,21.401,21.342,22.036,19.963,22.091,21.150,20.468,21.573,21.055,21.254,21.334,21.667,22.343,21.573,21.252,21.478,21.624,21.827,22.218,21.937
219,22.440,20.763,21.146,22.265,21.400,22.188,22.044,21.090,22.251,22.294,21.505,21.429,21.938,20.101,22.006,21.075,20.745,21.550,21.196,21.468,21.243,21.667,22.386,21.578,21.261,21.604,22.001,21.687,22.073,21.810
220,22.086,21.111,21.239,22.244,21.359,22.130,22.446,21.005,22.401,21.974,21.568,21.433,22.000,20.356,21.990,21.152,20.759,21.585,21.351,21.716,21.118,21.667,22.297,21.647,21.337,21.820,21.936,21.520,21.864,21.717
221,21.797,21.111,21.231,22.281,21.353,22.330,22.669,21.136,22.117,22.326,21.522,21.543,22.236,20.343,21.737,21.242,20.813,21.530,21.361,21.850,21.111,21.667,22.190,21.688,21.466,21.680,22.101,21.429,21.632,21.813
222,21.751,21.111,20.897,22.140,21.455,22.243,22.636,20.981,21.903,22.279,21.380,21.807,22.103,20.215,21.316,21.134,20.805,21.780,21.288,21.643,21.111,21.667,22.230,21.712,21.536,21.543,21.950,21.503,21.698,22.023
223,21.686,21.111,21.047,22.602,21.380,22.088,22.963,20.973,22.215,21.869,21.359,21.845,21.925,20.411,21.311,21.058,20.824,21.755,21.289,21.571,21.111,21.667,22.304,21.741,21.540,21.341,21.750,21.504,21.814,22.044
224,21.646,21.111,21.231,22.547,21.471,21.893,23.243,21.280,22.294,22.124,21.463,21.725,21.664,20.450,21.390,21.092,20.775,21.663,21.269,21.474,21.111,21.667,22.284,22.144,21.501,21.242,21.560,21.713,21.887,21.846
225,21.442,21.111,21.092,22.489,21.359,22.209,22.796,21.530,22.624,22.443,22.068,21.442,21.692,20.433,21.429,21.147,20.753,21.545,21.268,21.554,21.098,21.667,22.323,22.163,21.551,21.263,21.745,21.720,21.781,21.820
226,21.310,21.441,21.053,22.852,21.051,21.976,22.951,21.286,22.303,22.493,21.301,21.442,21.698,20.325,21.456,21.075,20.953,21.418,21.223,21.597,21.070,21.667,22.489,22.050,21.536,21.303,21.965,22.063,21.682,22.062
227,21.164,22.343,21.263,22.294,20.757,21.774,23.338,21.198,22.318,22.197,21.076,21.433,21.612,20.390,21.349,20.974,21.068,21.490,21.215,21.645,21.275,21.667,22.520,21.728,21.420,21.187,22.055,21.977,21.681,22.206
228,21.308,21.443,21.137,22.413,20.567,21.653,22.718,21.498,21.343,22.061,20.859,21.379,21.482,20.576,21.212,20.923,21.100,21.540,21.161,21.583,21.760,21.667,22.350,21.633,21.323,20.883,22.075,21.921,21.755,21.801
229,21.117,19.930,21.051,22.360,20.630,21.670,21.226,21.281,21.780,22.281,20.838,21.229,21.642,20.718,21.080,21.028,20.959,21.557,21.147,21.538,21.819,21.667,22.052,21.555,21.469,20.676,22.095,21.762,21.813,21.416
230,20.988,20.079,20.997,22.145,20.594,21.749,21.403,20.675,22.518,21.801,21.293,21.471,21.742,20.802,20.863,21.184,20.829,21.668,21.178,21.639,21.460,21.667,21.927,21.685,21.684,20.808,22.354,21.843,21.798,21.542
231,20.829,20.003,21.035,22.101,20.386,21.325,21.553,20.558,22.226,22.260,21.188,21.259,21.726,20.875,20.788,21.275,20.984,21.711,21.168,21.672,21.162,21.667,22.035,21.657,21.615,20.937,22.629,21.957,22.207,21.418
232,20.731,19.605,20.997,22.003,20.705,21.280,21.786,20.175,21.496,22.596,21.009,21.030,21.623,21.061,20.850,21.518,20.913,21.602,21.219,21.629,20.998,21.667,22.200,21.577,21.528,21.037,22.430,21.935,22.039,21.555
233,21.050,19.484,20.907,21.993,20.455,21.130,21.128,20.231,21.957,22.244,20.938,20.961,21.542,21.600,20.700,21.530,20.759,21.573,21.196,21.689,21.111,21.667,22.143,21.773,21.426,21.204,22.282,21.937,21.998,21.475
